Id,Make,Vehicle Class,Engine Size(L),Cylinders,Transmission,Fuel Type,Fuel Consumption City,Fuel Consumption Hwy,Fuel Consumption Comb,CO2 Emissions(g/km)
10990,JIPU,SUV - STANDARD,5.7,8,A8,X,-9999,303.82 MPG (AS),-9999,393
10991,BMV,MID-SIZE,2,4,A8,Z,48.92 MPG (AS),1.34 L/10km,27.16 MPG (AS),211
10992,KIO,COMPACT,1.6,4,AS6,X,4.18 L/100km,10.90 liters per 100 km,7.20 liters per 100 km,101
10993,CHEVO,SUV - STANDARD,5.3,8,A6,E,28.26 km/L,6.45 km/L,8.92 L/100 km,290
10994,DOGE,FULL-SIZE,3.5,6,A8,X,19.96 liters per 100 km,2.59 L/100km,12.14 liters per 100 km,304
10995,LECUS,SUBCOMPACT,5,8,AS8,Z,4.11 liters per 100 km,287.38 km/L,2.42 liters per 100 km,295
10996,ASURA,COMPACT,2.4,4,M6,Z,,33.71 MPG (AS),8.85 km per L,220
10997,DOGE,MINIVAN,3.6,6,A6,E,12.23 liters per 100 km,32.58 mpg Imp.,10.63 liters per 100 km,267
10998,FOLKSWA,COMPACT,2.3,4,,X,7.67 km per L,19.81 km/L,9.44 L/100 km,200
10999,NIRRAN,MID-SIZE,3.5,6,AV7,X,0.83 L/10km,0.74 L/10km,7.86 L/100km,213
11000,GONDA,FULL-SIZE,1.5,4,AV,X,13.75 L/100km,44.95 mpg Imp.,1.04 L/10km,110
11001,BARUSU,STATION WAGON - SMALL,,4,AV7,X,9.70 liters per 100 km,16.20 km/L,8.11 L/100 km,164
11002,FOLKSWA,COMPACT,2,4,AM6,Z,47.89 km per L,17.22 L/100km,0,209
11003,ASURA,COMPACT,3.5,not-recorded,AS5,Z,14.85 liters per 100 km,16.96 L/100 km,15.80 L/100 km,241
11004,CHEVO,TWO-SEATER,6.2,,M7,Z,4.46 L/100km,13.55 mpg Imp.,11.84 liters per 100 km,328
11005,KIO,MID-SIZE,2,4,M6,X,22.10 MPG (AS),34.91 MPG (AS),11.25 km per L,187
11006,BMV,COMPACT,4.4,8,M6,Z,12.46 MPG (AS),11.08 L/100 km,18.38 mpg Imp.,309
11007,BMV,SUV - STANDARD,1.8,4,AS8,Z,5.34 km per L,9.23 L/100km,6.92 km/L,286
11008,FOLD,VAN - PASSENGER,3.5,,AS6,unspecified,11.19 L/100 km,13.49 L/100km,8.18 km/L,372
11009,BMV,SUBCOMPACT,4.4,,M6,Z,11.12 mpg Imp.,8.18 L/100 km,17.66 liters per 100 km,310
11010,GONDA,FULL-SIZE,2,4,M6,Z,12.68 L/100km,11.71 liters per 100 km,12.24 L/100 km,219
11011,BMV,SUBCOMPACT,3,6,AS8,Z,70.73 MPG (AS),18.08 mpg Imp.,8.86 L/100km,226
11012,BMV,SUV - STANDARD,not-available,4,AS8,D,14.34 L/100 km,17.49 km/L,1.05 L/10km,247
11013,FOLD,SUV - STANDARD,3.5,6,unestablished,X,30.33 L/100km,zero,24.18 L/100km,332
11014,TOYOTI,MID-SIZE,2.5,4,AV,X,5.08 km per L,27.72 km per L,1.25 L/10km,177
11015,NIRRAN,MID-SIZE,4.6,8,M6,Z,10.97 km per L,15.47 km/L,35.65 mpg Imp.,195
11016,BMV,SUV - SMALL,,4,AS8,Z,2.25 L/10km,51.32 MPG (AS),-1,204
11017,KIO,STATION WAGON - SMALL,1.6,4,AM6,X,16.20 liters per 100 km,3.85 L/100 km,9.40 km/L,156
11018,FOLD,SUBCOMPACT,2.3,4,not-available,X,7.67 liters per 100 km,15.58 km/L,7.11 liters per 100 km,207
11019,CADILUXE,FULL-SIZE,3.6,6,AS6,X,9.07 L/100 km,9.02 L/100km,0.90 L/10km,280
11020,KIO,FULL-SIZE,1.6,4,AM7,X,26.21 km per L,9999,3.52 liters per 100 km,207
11021,CHEVO,FULL-SIZE,2.5,4,AS6,X,371.94 MPG (AS),41.48 km per L,1.43 L/100 km,345.0699201
11022,CHEVO,PICKUP TRUCK - STANDARD,5.3,8,A6,X,0.66 L/10km,3.54 km/L,17.28 mpg Imp.,607.603227
11023,GONDA,not-available,1.5,4,AV,X,18.21 km/L,14.20 MPG (AS),10.47 L/100km,108
11024,CHEVO,PICKUP TRUCK - STANDARD,6.2,,A10,Z,3.62 km/L,25.99 L/100 km,8.74 MPG (AS),372
11025,GONDA,STATION WAGON - SMALL,1.5,4,A5,X,542.12 mpg Imp.,5.83 L/100 km,80.84 MPG (AS),168
11026,CADILUXE,STATION WAGON - SMALL,3.6,6,AS6,X,10.54 km per L,16.59 L/100km,1.27 L/10km,252
11027,CHEVO,PICKUP TRUCK - SMALL,3.6,6,A6,X,20.42 mpg Imp.,30.08 mpg Imp.,11.84 liters per 100 km,266
11028,CHEVO,PICKUP TRUCK - STANDARD,5.3,8,A6,X,14.01 mpg Imp.,2.89 L/100km,12.39 liters per 100 km,320
11029,NIRRAN,MINIVAN,3.5,6,AV,X,9.89 L/100km,630.86 MPG (AS),5.61 L/100km,238
11030,GONDA,STATION WAGON - SMALL,,4,M6,X,22.16 MPG (AS),7.05 liters per 100 km,9.01 L/100km,96
11031,KIO,COMPACT,1.6,4,M6,X,9.68 km/L,1.43 liters per 100 km,6.33 liters per 100 km,223
11032,RYUNDAI,COMPACT,2,4,AS6,X,1.37 L/10km,6.89 liters per 100 km,10.65 L/100 km,179
11033,CHEVO,PICKUP TRUCK - SMALL,2,4,,D,14.60 liters per 100 km,0.96 L/10km,8.10 km per L,245
11034,BMV,FULL-SIZE,2.4,4,AS8,Z,32.83 liters per 100 km,16.59 L/100 km,3.92 km/L,282
11035,CHEVO,SUV - SMALL,3.6,6,A6,E,3.76 km per L,29.58 L/100km,10.11 mpg Imp.,273
11036,GONDA,COMPACT,2,4,AV,X,17.79 MPG (AS),8.44 liters per 100 km,11.07 L/100 km,158
11037,FOLKSWA,MID-SIZE,2.5,5,A6,X,0.50 L/10km,30.08 MPG (AS),15.91 km/L,226
11038,NIRRAN,STATION WAGON - MID-SIZE,3.5,-1,not-recorded,X,not-available,0.52 L/100 km,246.79 km per L,243
11039,TOYOTI,SUV - SMALL,3.5,6,AS6,X,16.80 liters per 100 km,7.54 liters per 100 km,12.63 liters per 100 km,261
11040,FIAR,STATION WAGON - SMALL,1.6,4,A6,X,1.24 L/10km,46.19 mpg Imp.,0.96 L/10km,203
11041,CADILUXE,SUV - SMALL,3.6,6,AS9,unestablished,50.17 mpg Imp.,59.39 mpg Imp.,,285
11042,FOLKSWA,COMPACT,unknown,,M6,Z,233.20 km per L,12.84 L/100km,46.97 mpg Imp.,213
11043,JIPU,SUV - SMALL,unknown,4,AV,X,28.88 mpg Imp.,4.88 km per L,16.12 MPG (AS),257
11044,RYUNDAI,FULL-SIZE,2.5,4,AM6,X,6.59 L/100km,196.90 MPG (AS),0.42 L/10km,155
11045,TOYOTI,COMPACT,2,4,M6,X,44.53 L/100km,16.72 MPG (AS),30.82 liters per 100 km,104
11046,TOYOTI,MID-SIZE,5.7,8,AV,X,22.30 mpg Imp.,1.75 L/100 km,12.89 km per L,174
11047,BMV,COMPACT,-1,4,M6,Z,22.72 km per L,15.73 MPG (AS),0.91 L/10km,205
11048,TOYOTI,SUV - STANDARD,3.5,,AS6,X,2.88 L/10km,29.79 L/100 km,3.42 km/L,500
11049,FOLD,PICKUP TRUCK - STANDARD,5,8,AS6,E,2.16 L/10km,65.27 mpg Imp.,7.24 km/L,291
11050,BARUSU,SUV - SMALL,2.5,4,AV8,X,11.53 L/100 km,21.11 MPG (AS),11.36 liters per 100 km,182
11051,KIO,FULL-SIZE,na,6,AS8,X,20.16 MPG (AS),344.40 mpg Imp.,14.73 km per L,274
11052,NIRRAN,MID-SIZE,3,not-recorded,M6,Z,33.66 MPG (AS),0.85 L/10km,7.66 L/100 km,212
11053,JIPU,SUV - SMALL,,8,A9,X,11.34 liters per 100 km,14.28 L/100 km,7.90 km/L,238
11054,JIPU,SUV - SMALL,2.4,4,A6,X,24.68 L/100 km,7.24 L/100km,16.78 mpg Imp.,241
11055,KIO,STATION WAGON - SMALL,2,4,A6,X,13.74 L/100 km,0.01 L/10km,37.11 mpg Imp.,214
11056,KIO,SUV - SMALL,2,4,na,X,3.04 L/10km,10.39 L/100km,4.67 km/L,255
11057,FOLD,SPECIAL PURPOSE VEHICLE,3,6,AS6,X,21.72 liters per 100 km,2.26 L/100 km,7.71 km per L,231
11058,DOGE,MID-SIZE,not-available,4,A6,X,8.05 L/100 km,10.05 L/100km,8.95 liters per 100 km,213
11059,CHEVO,PICKUP TRUCK - STANDARD,,8,A6,X,91.57 mpg Imp.,4.19 liters per 100 km,3.58 liters per 100 km,303
11060,CHEVO,MID-SIZE,1.8,4,not-available,X,6.53 km/L,11.57 km/L,1.23 L/10km,190
11061,MATSUDA,MID-SIZE,2,,AS6,X,9.67 L/100 km,1.98 L/100 km,6.21 L/100 km,131
11062,DOGE,MINIVAN,3.6,6,A6,X,41.20 MPG (AS),1.30 L/10km,11.12 km per L,277
11063,TOYOTI,PICKUP TRUCK - SMALL,3.6,6,AS6,X,7.28 liters per 100 km,14.68 L/100km,10.61 L/100 km,273
11064,GONDA,STATION WAGON - SMALL,not-available,8,M6,X,10.06 L/100km,17.22 MPG (AS),11.68 L/100 km,304.5980285
11065,KIO,unspecified,2,4,AS6,X,8.99 L/100 km,0.89 L/10km,31.53 mpg Imp.,207
11066,CHEVO,COMPACT,,4,AS6,X,34.19 MPG (AS),1.78 L/100km,51.30 MPG (AS),112
11067,GONDA,SUV - SMALL,3.5,6,A6,X,12.21 liters per 100 km,10.34 liters per 100 km,11.37 L/100 km,257
11068,RYUNDAI,SUV - SMALL,3.6,6,AS8,,2.13 L/10km,14.00 L/100 km,18.03 L/100 km,240
11069,CADILUXE,MID-SIZE,3.6,6,AS8,X,5.73 liters per 100 km,0.22 L/10km,68.49 mpg Imp.,235
11070,LECUS,MID-SIZE,3.4,6,AS10,Z,6.16 liters per 100 km,3.81 liters per 100 km,19.61 km/L,272
11071,BMV,FULL-SIZE,3,6,AS8,Z,0.11 L/10km,3.64 L/100 km,2.25 L/100km,221
11072,NIRRAN,PICKUP TRUCK - SMALL,4.4,8,A5,X,11.33 MPG (AS),60.69 MPG (AS),13.16 L/100 km,321
11073,FOLD,PICKUP TRUCK - STANDARD,2.7,6,AS6,X,19.75 L/100 km,16.01 km per L,7.31 km per L,250
11074,BMV,SUV - SMALL,,4,AS8,Z,18.79 L/100 km,33.43 mpg Imp.,7.07 km per L,220
11075,CHEVO,PICKUP TRUCK - STANDARD,4.3,6,A6,missing,30.54 MPG (AS),0.63 L/10km,33.25 MPG (AS),296
11076,BARUSU,MID-SIZE,,4,M5,X,3.98 L/100km,10.00 km/L,35.17 MPG (AS),210
11077,CHEVO,MID-SIZE,1.4,4,M6,not-recorded,20.16 mpg Imp.,5.39 L/100km,27.88 mpg Imp.,176
11078,NIRRAN,PICKUP TRUCK - SMALL,4,6,M6,X,6.45 km/L,8.18 liters per 100 km,12.20 liters per 100 km,313
11079,RYUNDAI,SUV - SMALL,3.3,6,AS6,X,15.56 mpg Imp.,11.68 liters per 100 km,15.24 L/100 km,259
11080,ASURA,MID-SIZE,3.5,6,AS6,Z,1.57 L/10km,9.61 liters per 100 km,7.71 km/L,229
11081,GONDA,COMPACT,1.5,4,AV,X,9.89 km/L,8.59 km per L,21.79 MPG (AS),181
11082,NIRRAN,PICKUP TRUCK - SMALL,3.6,6,A5,X,51.22 liters per 100 km,9999,34.28 liters per 100 km,327
11083,NIRRAN,SUV - SMALL,3.5,6,,X,11.17 km/L,7.08 km/L,8.86 km/L,243
11084,TOYOTI,PICKUP TRUCK - SMALL,4,,M6,X,3.21 L/10km,6.16 km per L,4.01 km per L,313
11085,TOLVO,COMPACT,2,4,AS8,Z,4.08 km per L,1.73 liters per 100 km,14.27 L/100 km,221
11086,TOYOTI,SUV - SMALL,2.5,4,AV6,X,8.80 km per L,7.63 liters per 100 km,0,151
11087,DOGE,FULL-SIZE,3.6,6,A5,X,11.18 liters per 100 km,25.61 L/100 km,13.31 MPG (AS),274
11088,JIPU,SUV - SMALL,unknown,4,A6,X,0.16 L/10km,13.34 L/100km,,259
11089,KIO,COMPACT,1.6,4,AS6,X,6.01 km/L,0.56 L/100 km,30.05 mpg Imp.,218
11090,TOYOTI,SUV - STANDARD,2,4,AS5,X,1.96 L/10km,24.15 mpg Imp.,16.04 L/100 km,496.8108743
11091,LECUS,COMPACT,2,4,AV6,X,115.64 MPG (AS),26.46 mpg Imp.,0.59 L/10km,171
11092,JIPU,SUV - SMALL,2.4,4,A9,X,11.05 km per L,0.64 L/10km,29.89 MPG (AS),226
11093,NIRRAN,PICKUP TRUCK - SMALL,3,,M5,X,zero,37.84 km per L,4.37 L/100 km,270
11094,ASURA,COMPACT,3.5,6,AS9,Z,1.71 L/10km,4.02 km per L,13.71 mpg Imp.,242
11095,MITSU,COMPACT,,unknown,M5,X,4.99 km/L,35.45 MPG (AS),14.02 liters per 100 km,128
11096,CHEVO,PICKUP TRUCK - STANDARD,5.3,8,A6,X,4.17 liters per 100 km,24.45 km/L,4.14 liters per 100 km,302
11097,DOGE,,2,4,A8,X,1.88 liters per 100 km,5.78 km per L,8.82 L/100km,261
11098,KIO,STATION WAGON - SMALL,1.6,4,AM6,X,15.07 km/L,0.28 L/100 km,3.78 L/100 km,159
11099,CHEVO,PICKUP TRUCK - STANDARD,,3,A8,X,31.10 liters per 100 km,14.89 L/100 km,23.80 L/100km,338
11100,BMV,SUV - STANDARD,4.4,8,AS8,Z,13.51 MPG (AS),2.50 liters per 100 km,9.34 km per L,331
11101,JIPU,SUV - SMALL,2,4,M5,X,25.50 L/100km,13.57 mpg Imp.,23.39 L/100 km,209
11102,BMV,COMPACT,,8,AS8,Z,9.95 L/100 km,15.94 L/100km,7.91 km per L,293
11103,FOLKSWA,STATION WAGON - SMALL,1.8,4,M5,X,0.32 L/10km,1.24 L/100 km,2.30 L/100km,199
11104,CHEVO,SUBCOMPACT,2.4,4,M6,Z,21.30 L/100 km,75.04 MPG (AS),7.62 km per L,236
11105,TOLVO,COMPACT,na,4,AS8,X,37.60 liters per 100 km,5.65 L/100km,23.22 liters per 100 km,189
11106,LAND CRAWLER,SUV - SMALL,2,4,not-recorded,Z,9.18 km per L,70.56 MPG (AS),13.35 km per L,256
11107,JIPU,SUV - SMALL,not-available,4,A9,not-available,,6.63 L/100 km,5.02 L/100km,222
11108,CADILUXE,SUV - STANDARD,6.2,,unknown,E,9.78 km/L,3.79 km per L,1.75 L/10km,379
11109,BMV,COMPACT,,8,M6,Z,24.64 liters per 100 km,14.18 L/100 km,19.93 liters per 100 km,279
11110,BMV,FULL-SIZE,2,4,AS8,Z,29.17 liters per 100 km,15.76 MPG (AS),22.76 L/100 km,299
11111,ASURA,COMPACT,3.5,6,AS9,Z,14.53 L/100km,17.13 km per L,10.62 L/100 km,218
11112,LECUS,SUV - SMALL,,4,AS6,Z,7.81 km/L,13.39 km per L,27.15 mpg Imp.,234
11113,BMV,COMPACT,3,6,AS8,Z,7.48 km/L,21.99 MPG (AS),8.22 km per L,221
11114,BMV,COMPACT,-1,8,A8,Z,13.06 km per L,111.03 km per L,4.62 L/100km,222
11115,TOYOTI,MID-SIZE,2.5,4,AV,X,1.20 L/10km,7.27 km per L,22.05 mpg Imp.,156
11116,BMV,SUBCOMPACT,3,6,AS8,Z,12.31 liters per 100 km,,10.47 liters per 100 km,245
11117,CADILUXE,MID-SIZE,3.6,6,AS8,Z,1.43 km per L,,7.17 mpg Imp.,300
11118,MATSUDA,MID-SIZE,1.6,4,AS6,X,8.68 L/100km,27.43 mpg Imp.,0.94 L/10km,165
11119,CHEVO,SUV - SMALL,2.5,4,A9,X,17.41 MPG (AS),19.33 mpg Imp.,7.14 km per L,243
11120,BMV,SUV - SMALL,2,4,AS8,Z,1.39 L/10km,29.46 mpg Imp.,1.19 L/10km,238
11121,MATSUDA,MID-SIZE,2,na,AS6,X,9999,19.46 MPG (AS),5.56 km/L,121
11122,LECUS,MID-SIZE,unestablished,6,AS8,Z,,12.64 MPG (AS),1.43 L/10km,254
11123,JIPU,SUV - SMALL,3.6,6,A5,X,9.56 MPG (AS),11.29 L/100km,18.62 L/100 km,312
11124,BMV,COMPACT,3,6,M6,Z,14.47 L/100 km,5.09 liters per 100 km,27.56 mpg Imp.,220
11125,BMV,COMPACT,3,6,AM7,Z,5.34 km/L,20.27 km per L,7.99 km per L,270
11126,LAMBOGI,TWO-SEATER,5.2,10,AM7,Z,21.00 L/100km,0.15 L/10km,8.17 km/L,427
11127,NIRRAN,missing,,4,M6,X,10.52 L/100 km,32.51 mpg Imp.,9.69 L/100 km,200
11128,BMV,SUBCOMPACT,2,4,AS8,Z,12.25 MPG (AS),19.75 km/L,9999,208
11129,CHEVO,COMPACT,,8,AS6,X,14.49 L/100 km,9.04 L/100km,12.03 L/100 km,191
11130,DOGE,FULL-SIZE,3.6,,A8,E,5.83 km/L,52.44 mpg Imp.,8.44 km per L,234
11131,FOLKSWA,COMPACT,2,4,A6,D,28.60 MPG (AS),20.35 MPG (AS),9.72 L/100 km,214
11132,CHEVO,PICKUP TRUCK - SMALL,3.6,6,A8,X,25.26 L/100km,-1,14.72 L/100km,272
11133,CHEVO,SUBCOMPACT,1.2,4,AV,X,10.61 L/100km,7.78 liters per 100 km,9.33 liters per 100 km,381.8019542
11134,CADILUXE,MID-SIZE,5.3,,AS8,Z,7.54 km per L,10.47 L/100km,12.00 L/100 km,226
11135,NIRRAN,PICKUP TRUCK - SMALL,2.7,,A5,X,64.32 mpg Imp.,5.90 km/L,9.96 km per L,298
11136,RYUNDAI,FULL-SIZE,2.4,4,A6,X,10.37 liters per 100 km,0.86 L/10km,9.58 L/100km,184
11137,LAND CRAWLER,SUV - SMALL,2,4,AS9,Z,-1,0.83 L/10km,5.29 L/100 km,243
11138,CHEVO,PICKUP TRUCK - STANDARD,5.3,8,A6,E,9.54 L/100 km,15.07 mpg Imp.,7.31 km per L,304
11139,RYUNDAI,MID-SIZE,2,4,AM6,X,516.75 MPG (AS),9.69 liters per 100 km,21.70 km per L,96
11140,NIRRAN,MID-SIZE,,6,AV,X,33.08 km per L,12.68 L/100 km,13.57 km/L,96
11141,DOGE,FULL-SIZE,5.7,8,A8,X,38.20 L/100km,3.19 L/100 km,22.45 L/100km,297
11142,FIAR,TWO-SEATER,1.4,,A6,X,12.94 km/L,5.91 liters per 100 km,6.91 liters per 100 km,199
11143,FOLD,COMPACT,2,4,A6,X,5.11 L/100km,151.53 mpg Imp.,27.41 km/L,177
11144,NIRRAN,MID-SIZE,1.6,,AV7,Z,8.84 km/L,0,9.61 L/100 km,184
11145,FOLD,PICKUP TRUCK - STANDARD,2.7,6,not-recorded,X,11.29 MPG (AS),2.99 L/10km,24.90 L/100km,284
11146,BMV,SUV - SMALL,3.5,6,AS8,Z,15.00 L/100 km,-1,20.22 mpg Imp.,265
11147,TOLVO,STATION WAGON - SMALL,2.5,,AS6,X,6.63 km/L,5.59 L/100 km,9.25 km per L,239
11148,GONDA,MID-SIZE,,8,AS6,X,26.35 MPG (AS),21.81 L/100km,6.79 km per L,228
11149,LAMBOGI,TWO-SEATER,,12,AM7,Z,17.64 km per L,4.45 km/L,13.22 L/100km,431
11150,LECUS,MID-SIZE,3.5,6,AS8,Z,15.74 MPG (AS),0.67 L/10km,8.90 km/L,236
11151,BMV,MID-SIZE,2,4,AS8,Z,16.58 km per L,7.63 km/L,25.53 MPG (AS),214
11152,FOLD,SUBCOMPACT,1.6,4,M5,X,1.08 L/10km,14.63 km/L,11.08 km per L,198
11153,CHEVO,PICKUP TRUCK - SMALL,,8,A8,X,7.16 L/100km,7.71 L/100 km,0.74 L/10km,380
11154,FOLD,PICKUP TRUCK - STANDARD,3.5,-1,A6,X,19.33 MPG (AS),117.09 MPG (AS),7.60 L/100km,297
11155,CHEVO,PICKUP TRUCK - SMALL,3.6,6,A8,X,14.10 mpg Imp.,13.52 MPG (AS),12.48 MPG (AS),372
11156,TOYOTI,PICKUP TRUCK - SMALL,2.7,4,AS6,X,22.34 L/100km,22.91 MPG (AS),13.91 MPG (AS),272
11157,JIPU,SUV - SMALL,2,4,A9,X,5.03 km per L,7.41 L/100km,14.26 L/100 km,231
11158,CADILUXE,MID-SIZE,2.5,4,AS6,Z,1.85 L/10km,18.44 L/100km,18.50 L/100km,246
11159,CHEVO,SUV - SMALL,2.4,4,A6,E,16.46 L/100 km,0.92 L/10km,21.45 mpg Imp.,501.1442844
11160,LECUS,MID-SIZE,2.5,4,AV6,X,2.96 L/10km,11.89 liters per 100 km,2.17 L/10km,171
11161,BMV,FULL-SIZE,4.4,8,AS8,Z,66.95 mpg Imp.,6.18 km/L,0.96 L/10km,294
11162,TOYOTI,SUV - STANDARD,3.5,6,AV6,X,1.53 L/100 km,18.10 L/100 km,31.44 mpg Imp.,198
11163,TOYOTI,COMPACT,1.8,4,M6,X,0.60 L/10km,0.99 L/10km,7.77 L/100km,97
11164,TOLVO,SUV - SMALL,2,4,AS8,X,5.28 km per L,14.75 km/L,1.35 L/10km,204
11165,NIRRAN,MID-SIZE,1.6,4,M6,Z,83.96 mpg Imp.,0.67 L/10km,4.85 L/100km,192
11166,LAND CRAWLER,SUV - STANDARD,5,,AS8,Z,8.94 km per L,9.51 km/L,21.62 MPG (AS),368
11167,CHEVO,MID-SIZE,1.4,4,AS6,X,12.42 km/L,1.61 L/100km,54.85 mpg Imp.,158
11168,FOLD,SUV - STANDARD,missing,,AS6,E,9.28 liters per 100 km,4.16 km/L,15.93 liters per 100 km,295
11169,FOLD,SUV - SMALL,2,4,AS6,X,0.74 L/10km,12.33 L/100km,9.64 L/100 km,223
11170,NIRRAN,MID-SIZE,2,4,AV,X,2.38 L/100km,79.01 MPG (AS),106.64 mpg Imp.,160
11171,FOLD,VAN - PASSENGER,3.7,6,AS6,X,21.78 L/100 km,39.65 mpg Imp.,18.60 mpg Imp.,392
11172,RYUNDAI,COMPACT,1.6,na,AS6,X,20.44 L/100km,344.53 MPG (AS),8.66 km/L,179
11173,FOLD,SPECIAL PURPOSE VEHICLE,,4,AS8,X,70.63 MPG (AS),14.50 MPG (AS),0.91 L/10km,204
11174,FOLD,PICKUP TRUCK - STANDARD,6.2,8,AS6,X,85.03 mpg Imp.,13.07 km per L,18.98 km/L,370
11175,BMV,COMPACT,3,6,AS8,Z,19.11 mpg Imp.,7.40 km/L,16.55 MPG (AS),221
11176,KIO,SUV - SMALL,2.4,4,AS6,X,21.23 km per L,14.75 km/L,,243
11177,DOGE,SUV - STANDARD,3,,A8,E,18.31 km/L,12.49 km per L,0.66 L/10km,255
11178,TOYOTI,COMPACT,2,4,M5,X,14.04 L/100 km,487.35 mpg Imp.,7.98 L/100km,160
11179,RYUNDAI,SUV - SMALL,2,4,AS6,X,13.48 mpg Imp.,7.17 L/100km,19.15 mpg Imp.,202
11180,TOYOTI,MID-SIZE,1.8,4,AV7,X,34.94 mpg Imp.,4.10 liters per 100 km,6.29 L/100km,163
11181,FOLKSWA,COMPACT,2,not-recorded,AM6,Z,-9999,66.52 km per L,31.29 L/100km,222
11182,CHEVO,SUV - STANDARD,na,4,A6,E,34.36 km per L,15.55 mpg Imp.,24.06 MPG (AS),307
11183,GONDA,COMPACT,1.8,4,AV,X,86.24 mpg Imp.,4.15 L/100 km,3.67 L/100km,160
11184,MITSU,SUV - SMALL,2.4,4,AV6,X,12.06 L/100km,15.84 L/100 km,13.76 liters per 100 km,226
11185,CADILUXE,FULL-SIZE,3.6,missing,AS6,Z,2.64 L/100 km,8.91 L/100km,5.46 liters per 100 km,326
11186,KIO,MID-SIZE,,4,A6,X,17.20 L/100km,53.79 km/L,,198
11187,RYUNDAI,MID-SIZE,,4,AS6,X,14.42 km/L,0.77 L/10km,7.29 L/100km,186
11188,BARUSU,MID-SIZE,,4,M6,X,8.18 km per L,12.27 L/100 km,23.07 mpg Imp.,218
11189,KIO,FULL-SIZE,5,8,AS8,Z,1.45 L/10km,5.50 liters per 100 km,9.58 km per L,308
11190,TOYOTI,COMPACT,2,4,not-available,X,20.76 MPG (AS),0,1.03 L/10km,96
11191,CADILUXE,,2.5,4,AS6,X,26.26 L/100km,1.01 L/10km,18.98 L/100 km,432.7092054
11192,FOLD,PICKUP TRUCK - STANDARD,3.3,6,AS6,E,7.56 liters per 100 km,6.89 km/L,10.69 liters per 100 km,260
11193,TOYOTI,PICKUP TRUCK - SMALL,2.7,4,unspecified,X,4.08 L/100km,6.35 km per L,9.33 liters per 100 km,578.4136807
11194,MATSUDA,SUV - SMALL,3.6,6,AS6,X,3.82 km per L,14.56 L/100km,2.10 L/10km,221
11195,KIO,COMPACT,2,4,AS6,X,37.92 km/L,44.07 km/L,40.46 km/L,160
11196,BMV,SUBCOMPACT,4.4,8,AM7,Z,4.34 km per L,27.02 mpg Imp.,13.53 MPG (AS),404
11197,FOLD,SUV - STANDARD,3.6,6,missing,X,2.45 L/10km,-1,6.12 km per L,280
11198,CADILUXE,COMPACT,3.6,6,M6,Z,4.71 km per L,1.22 L/10km,5.83 km/L,306
11199,TOYOTI,SUV - STANDARD,3.5,6,AV6,X,36.54 MPG (AS),10.03 km/L,not-available,183
11200,KIO,MID-SIZE,2.4,4,AS6,unestablished,0.81 L/100 km,16.08 km per L,30.83 km per L,155
11201,NIRRAN,STATION WAGON - SMALL,1.4,4,M6,Z,10.35 km/L,6.40 km per L,12.35 liters per 100 km,200
11202,CHEVO,FULL-SIZE,2.4,4,AS6,X,13.61 km per L,10.29 km per L,11.89 km per L,203
11203,DOGE,MID-SIZE,missing,,M6,Z,18.01 MPG (AS),4.83 liters per 100 km,25.14 MPG (AS),307
11204,TOYOTI,SUV - STANDARD,2.5,4,AV,X,13.65 km/L,83.34 mpg Imp.,5.55 L/100km,174
11205,BARUSU,STATION WAGON - SMALL,2,4,M5,X,4.53 km per L,7.63 liters per 100 km,15.57 L/100km,182
11206,CADILUXE,FULL-SIZE,3.6,,AS6,Z,26.09 mpg Imp.,5.06 km/L,14.85 L/100km,300
11207,ASURA,TWO-SEATER,3.5,unestablished,AM9,Z,15.64 L/100 km,30.39 km per L,10.08 L/100 km,277
11208,KIO,MID-SIZE,2.4,4,AS6,X,21.61 mpg Imp.,8.51 km/L,18.86 MPG (AS),160
11209,MATSUDA,COMPACT,2.5,not-recorded,AS6,X,0.89 L/10km,18.43 mpg Imp.,11.80 L/100km,128
11210,FOLD,PICKUP TRUCK - STANDARD,1.6,not-available,A6,E,33.54 L/100km,137.66 km/L,5.33 km/L,249
11211,CHEVO,PICKUP TRUCK - STANDARD,,4,A8,X,7.12 km/L,4.37 km/L,13.06 MPG (AS),273
11212,BMV,FULL-SIZE,3,6,AS8,unestablished,zero,0.15 L/10km,0.83 L/100km,283
11213,LECUS,MID-SIZE,5,8,AV8,Z,23.27 MPG (AS),0.63 L/10km,0.84 L/10km,270
11214,LAMBOGI,not-available,5.2,10,AM7,Z,8.07 mpg Imp.,4.74 km/L,28.74 liters per 100 km,503
11215,GONDA,FULL-SIZE,1.5,4,AV7,X,21.55 mpg Imp.,43.51 MPG (AS),29.29 mpg Imp.,173
11216,CADILUXE,MID-SIZE,3.6,6,AS8,X,24.09 mpg Imp.,10.37 km per L,10.79 L/100 km,258
11217,MATSUDA,TWO-SEATER,,4,M6,Z,2.89 liters per 100 km,1.09 L/10km,15.43 km/L,195
11218,GONDA,SUV - SMALL,1.5,4,AV,X,10.70 L/100km,0.30 L/10km,13.85 km per L,183
11219,FOLD,PICKUP TRUCK - STANDARD,3.7,6,A6,E,6.64 km per L,6.52 km/L,15.19 liters per 100 km,270
11220,FOLD,not-recorded,3.5,6,,X,4.05 km per L,52.09 mpg Imp.,1.60 L/10km,302
